buyer_name_clean,ocid,level1,start_date,end_date,co2_pm
NHS DIGITAL,ocds-0c46vo-0001-57b9f571-8756-42e7-80ee-e5490d9ab31d,Central Government,2019-06-21,2023-06-09,0.15942546206896551732
MINISTRY OF DEFENCE,ocds-0c46vo-0001-95018c6a-a43a-4ce8-a845-f0925d4a0c0a,Central Government,2019-06-21,2022-04-30,55.4660763947224881
MINISTRY OF DEFENCE,ocds-0c46vo-0001-e121e90a-7858-49e5-b970-72c04bcdace1,Central Government,2019-06-24,2021-11-30,2.1875444848484848
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-cd685db5-0c06-46c0-b9f3-d9b99d1eb3dc,Central Government,2019-06-24,2024-06-23,117.8709556650246305
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-cd685db5-0c06-46c0-b9f3-d9b99d1eb3dc,Central Government,2019-06-24,2024-06-23,117.8709556650246305
FCO SERVICES,ocds-0c46vo-0001-153c63d2-af76-4fe6-a856-b4ab9ff6d106,Central Government,2019-06-24,2022-12-01,0.05765728673412887827
DEPARTMENT FOR INTERNATIONAL TRADE,ocds-0c46vo-0001-557d9c7f-3a68-4b9a-b26d-d66d7724b82b,Central Government,2019-06-24,2021-10-10,76.7939863491692858
NHS NORTH LINCOLNSHIRE CCG,ocds-0c46vo-0001-6e906acc-97e2-4a75-9f54-e30afdf47d60,NHS,2019-06-25,2024-06-24,3.3474397453251232
MET OFFICE,ocds-0c46vo-0001-df7f5286-82b5-4645-8534-f8436e169b85,Central Government,2019-06-26,2022-06-30,0.5613690681198910081
MET OFFICE,ocds-0c46vo-0001-fa5d636d-b6f4-408a-81d1-7a49a28cc64f,Central Government,2019-06-26,2022-10-31,0.18933202938235294096
MINISTRY OF DEFENCE,ocds-0c46vo-0001-ba81ca63-68b0-4389-a65d-46ec40a20fbc,Central Government,2019-06-27,2022-03-31,0.19906237953121902893
CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-2e0c0abc-0e0e-4ae7-a488-1d5576346abc,NHS,2019-06-27,2022-06-27,0.000000831814949863263446
FCO SERVICES,ocds-0c46vo-0001-699b5d15-aa30-463d-bdb2-585a7c00381a,Central Government,2019-06-27,2022-12-01,0.05767161556746411487
FCO SERVICES,ocds-0c46vo-0001-8eb8d200-bc32-40a5-9353-a6ca817c4e87,Central Government,2019-06-27,2022-12-01,0.06262948915598086128
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-6abbdd8c-f6d0-4578-999a-c13bdf0f04e2,Central Government,2019-06-28,2022-06-30,0.06701969734667879882
FCO SERVICES,ocds-0c46vo-0001-788541cd-62f6-4882-84ba-a2c675f0037c,Central Government,2019-06-28,2022-12-01,0.06598282836201117319
FCO SERVICES,ocds-0c46vo-0001-b51e5bae-705f-46b9-aa89-7d6aaea03b3c,Central Government,2019-06-28,2022-12-01,0.09716332010087789307
FCO SERVICES,ocds-0c46vo-0001-b24b3430-38db-4342-a249-bb6ca05778af,Central Government,2019-06-28,2022-12-01,0.07092834588603351956
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-4a36897c-ea01-443b-aa93-7c8440960ea0,Central Government,2019-06-28,2022-03-31,7.2420714285714286
INDEPENDENT OFFICE FOR POLICE CONDUCT,ocds-0c46vo-0001-96151f1d-9b6d-4392-bf56-ee602c98e397,Central Government,2019-07-01,2023-07-03,0.06232930327868852464
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-0a625405-f84e-492c-92a1-8fa684bff833,Central Government,2019-07-01,2021-11-30,0.09718548546380090507
OFFICE OF RAIL AND ROAD,ocds-0c46vo-0001-4a8a2d33-583d-4432-ae9d-c971296405c5,Central Government,2019-07-01,2022-06-30,0.00764302844890510949
NHS LEEDS CCG,ocds-0c46vo-0001-1b2713ec-fe77-45b4-bf90-9e780870d512,NHS,2019-07-01,2024-06-30,1.1240219283004926
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-90948e2a-ce83-4c06-a9fe-50a1cf640fc3,Central Government,2019-07-01,2024-06-30,7.2333359920689655
FCO SERVICES,ocds-0c46vo-0001-a76df117-b9c5-4e66-8e30-7649a12f522d,Central Government,2019-07-01,2023-06-30,0.01249145790554414784
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-e4b4634f-14b7-4097-9dd2-96603018036f,Central Government,2019-07-01,2026-06-30,1.5416520610089949
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-54d8d554-d7c8-4ec9-9c2b-9bc2c2bd4b75,Central Government,2019-07-01,2022-06-30,12.4886085766423358
MINISTRY OF DEFENCE,ocds-0c46vo-0001-d6361af3-569a-4a1e-9f47-0dd5f0f1abac,Central Government,2019-07-01,2022-06-30,4.5520978261861314
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ocds-0c46vo-0001-9842b7f4-0ad4-4584-8f7c-cc7891f4b8c8,NHS,2019-07-01,2023-06-30,72.9292950718685831
MINISTRY OF DEFENCE,ocds-0c46vo-0001-26055169-e386-48c0-8760-49b549c60094,Central Government,2019-07-01,2023-06-30,5.4839540476796715
MINISTRY OF JUSTICE,ocds-0c46vo-0001-d3776395-f159-4f07-8139-9ae11f55dd3a,Central Government,2019-07-01,2024-06-30,7.3919073891625616
MINISTRY OF DEFENCE,ocds-0c46vo-0001-581ca4d9-9d84-4c9d-9e92-5b868778ed76,Central Government,2019-07-01,2023-06-30,4.0846505235523614
SINGLE SOURCE REGULATIONS OFFICE,ocds-0c46vo-0001-92ffb8b1-63bf-4b88-9664-8583025d2166,Central Government,2019-07-01,2022-09-30,0.03712476010101010105
MAGNOX LIMITED,ocds-0c46vo-0001-c05afa8e-ebc8-4bbc-ab4e-3905f6308d00,Central Government,2019-07-01,2022-06-30,4.0180016660583942
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-049cb48e-d785-485c-b6c4-3890e7049c46,Central Government,2019-07-01,2022-11-01,6.3648565311885246
POOLE HOSPITAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-88da902b-24de-44c4-8347-4a6317e7eca7,NHS,2019-07-01,2022-06-30,2.9795044817518248
CARE QUALITY COMMISSION,ocds-0c46vo-0001-85cf3dff-ff7d-42b2-889a-30fa26142169,Central Government,2019-07-01,2023-06-30,0.14090364517453798759
NHS DIGITAL,ocds-0c46vo-0001-b49215ee-c95c-46b8-814a-599612a35a04,Central Government,2019-07-01,2022-06-30,8.8918893065693431
COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,ocds-0c46vo-0001-579c4a6b-fab2-4954-9358-2bba6be156fb,NHS,2019-07-01,2022-06-30,11.100985401459854
NHS NORTHUMBERLAND CCG,ocds-0c46vo-0001-38204f1f-d341-43a2-84f7-951e4a54b56c,NHS,2019-07-01,2024-06-30,9.3497639408866995
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-e18ad04d-0aaa-4eb5-8b10-50f3acea1059,Central Government,2019-07-01,2022-03-31,0.18081139217910447784
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-e63f692c-8dda-4968-af74-93226dc1f688,NHS,2019-07-01,2022-06-30,1.6651478102189781
OFFICE OF THE INFORMATION COMMISSIONER,ocds-0c46vo-0001-7554843f-7a2d-47bd-bb34-0d704c32494c,Central Government,2019-07-01,2023-06-30,1.1542107104722793
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-2f97463f-c23b-46b2-99ff-adecdc089f1a,NHS,2019-07-01,2023-06-30,0.31753285995893223799
SCIENCE MUSEUM GROUP,ocds-0c46vo-0001-4b6de42f-327d-4a7e-9cc2-4c56ab69185f,Central Government,2019-07-01,2023-06-30,0.28105780287474332631
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-ef0d3ab4-94c5-4009-a96a-ae175a4c87d1,Central Government,2019-07-01,2022-03-31,0.90796119402985074742
CARE QUALITY COMMISSION,ocds-0c46vo-0001-c6092713-f9f9-49c7-a58f-e2607267faee,Central Government,2019-07-01,2023-06-30,0.09493508008213552355
FCO SERVICES,ocds-0c46vo-0001-9658c954-6782-4082-891f-c44fcfe8632e,Central Government,2019-07-01,2023-06-30,0.00624572895277207392
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-a2a04fc9-fcdf-4ec1-9443-4b36e4927957,Central Government,2019-07-01,2022-08-31,8.509069461007772
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-4e12f5c0-feb9-41bd-9675-52024a480f24,NHS,2019-07-01,2024-06-30,0.00892772598522167487
MINISTRY OF DEFENCE,ocds-0c46vo-0001-36e33e38-74ab-4ae4-b672-0eb42d218247,Central Government,2019-07-01,2024-03-31,63.0761059907834102
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-c9c0c6e3-4852-46fe-b3bf-4717032a6f45,Central Government,2019-07-01,2023-06-30,1.4573367556468172
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-18181119-e579-4f66-b07a-4e2a06d0ad0c,Central Government,2019-07-01,2022-07-15,1.3688883888388839
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-59558c17-4354-4eeb-b1bd-490f56c0352b,Central Government,2019-07-01,2022-11-01,6.9427389267786885
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-0807189f-bafd-4806-a587-0c2419123979,Central Government,2019-07-01,2022-11-01,10.1133847101983606
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-a8722da6-d569-4915-9785-eda7d3685aba,Central Government,2019-07-02,2024-07-01,0.03329688013136288997
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-f8494c45-7905-4c20-9701-55387f93c2c8,Central Government,2019-07-02,2024-07-01,1.2985783251231527
MET OFFICE,ocds-0c46vo-0001-e363a013-a9aa-49ac-9c7c-8e42e169fac7,Central Government,2019-07-03,2022-07-02,0.00871760383576642335
HOME OFFICE,ocds-0c46vo-0001-07ba8289-99c9-4992-a074-d45577b60c60,Central Government,2019-07-03,2022-07-02,320.5409534671532845
FCO SERVICES,ocds-0c46vo-0001-850ac9bd-9715-4e53-bcc5-7ceb4b000772,Central Government,2019-07-04,2022-12-01,0.04524381435098636725
HOMES ENGLAND,ocds-0c46vo-0001-8c9ce295-24ce-4362-a6f2-d12929d8c5e7,Central Government,2019-07-05,2023-03-31,0.14250869692532942911
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-456a6a4d-5b75-4880-b06d-fe1f624e977c,Central Government,2019-07-05,2021-09-17,0.28808231694699751838
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-472412c3-88e5-468e-9143-73f397bbc6e4,Central Government,2019-07-05,2026-06-05,1.1066608547871835
MINISTRY OF DEFENCE,ocds-0c46vo-0001-8e52f00d-32ab-48ff-a15b-ec74862bbca7,Central Government,2019-07-08,2022-08-19,0.02546831149253731347
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-74e31780-a878-4b4b-8be7-d074ad72ac53,Central Government,2019-07-08,2021-11-30,0.10404522994754846056
MINISTRY OF DEFENCE,ocds-0c46vo-0001-64e85747-9a42-4905-bee5-08f5aaee26a1,Central Government,2019-07-08,2025-07-07,83.2573905109489051
FCO SERVICES,ocds-0c46vo-0001-71be65a5-5ada-454b-9c28-54a986bc9dcb,Central Government,2019-07-09,2022-12-01,0.0745942285532367149
PARTNERS PROCUREMENT SERVICE,ocds-0c46vo-0001-84e9cccd-46aa-4b93-9d84-86140f4e1119,NHS,2019-07-09,2023-07-08,1170.0945995900764674
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ocds-0c46vo-0001-3169e87c-db8e-4442-b530-b5630446ebd3,NHS,2019-07-09,2024-06-30,1.3377328202308961
FCO SERVICES,ocds-0c46vo-0001-7141aa4a-f6a7-457b-a7ee-d6eba5c6ee1a,Central Government,2019-07-09,2022-12-01,0.14566143257565217376
FCO SERVICES,ocds-0c46vo-0001-70e4f38b-60c9-478d-a484-e7666c6e95a8,Central Government,2019-07-09,2022-12-01,0.06746825697584541056
MET OFFICE,ocds-0c46vo-0001-4bab8105-3ae9-47b7-948a-3253ec11286a,Central Government,2019-07-09,2022-07-08,0.0383083905218978102
FCO SERVICES,ocds-0c46vo-0001-a3babd55-8646-4019-9199-f2d40d8861be,Central Government,2019-07-09,2022-12-01,0.07329061091420289847
FCO SERVICES,ocds-0c46vo-0001-afb261d5-9323-4761-838a-c307a7f2337c,Central Government,2019-07-09,2022-12-01,0.07100944657855072456
FCO SERVICES,ocds-0c46vo-0001-f4dfcf02-645d-44c2-b830-358f74c5f0a6,Central Government,2019-07-09,2022-12-01,0.07829170415652173905
HM LAND REGISTRY,ocds-0c46vo-0001-d2bf0ec3-8917-4530-a06e-e57d11a4b498,Central Government,2019-07-09,2022-05-31,0.01800814111173913045
FCO SERVICES,ocds-0c46vo-0001-f2a71428-b6d0-40f5-8267-f176142fdb99,Central Government,2019-07-09,2022-12-01,0.14197114726473429937
FCO SERVICES,ocds-0c46vo-0001-2ae4ac67-532f-41fa-bd26-e05c3b073623,Central Government,2019-07-09,2022-12-01,0.14408575935130434768
FCO SERVICES,ocds-0c46vo-0001-38c24161-0d88-479f-8882-7cc4076d1d17,Central Government,2019-07-09,2022-12-01,0.06746825697584541056
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ocds-0c46vo-0001-d6e3cc98-3f50-49a2-b7e9-801f8a3f524a,NHS,2019-07-10,2022-06-30,0.66317919963201471906
HOMES ENGLAND,ocds-0c46vo-0001-377cea79-9b10-422d-84b2-3c0dd833ce20,Central Government,2019-07-10,2022-07-29,0.22301491733870967761
CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,ocds-0c46vo-0001-b7960378-8963-4b24-acfa-ca156a8a6d61,NHS,2019-07-10,2022-07-10,0.59890676390154968104
DRIVER AND VEHICLE LICENSING AGENCY,ocds-0c46vo-0001-a92df5f3-92fc-46d7-9931-4346baa00f66,Central Government,2019-07-11,2024-07-09,0.03196054741569003284
MINISTRY OF DEFENCE,ocds-0c46vo-0001-5c935109-8607-4d3b-9af5-5b7c8554d3a2,Central Government,2019-07-11,2024-06-30,15.3364454875624656
MINISTRY OF DEFENCE,ocds-0c46vo-0001-ba1be74a-cfa8-476c-ae9d-9c0ed069856a,Central Government,2019-07-11,2030-03-31,9.5867595007926985
NATIONAL SAVINGS AND INVESTMENTS,ocds-0c46vo-0001-ee3727a7-a997-451d-95c2-c51e7ef3074c,Central Government,2019-07-12,2024-07-11,0.03163203612479474547
FCO SERVICES,ocds-0c46vo-0001-7d1db399-448b-438c-8273-79905d82f196,Central Government,2019-07-12,2023-06-30,0.0112180355695862069
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-44c8c89a-ea0d-418a-a30b-fd9d9f060841,Central Government,2019-07-15,2024-07-14,4.4950788177339901
HOME OFFICE,ocds-0c46vo-0001-e32b4ea3-28cb-44ad-8cf9-f901585170b8,Central Government,2019-07-15,2022-07-14,0.46624138686131386839
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-b314d5dd-ebb4-436c-a446-15b95ac9c046,Central Government,2019-07-15,2022-03-31,1.3250677782290616
MINISTRY OF JUSTICE,ocds-0c46vo-0001-4b78d303-e447-4820-8ee4-dd245fe63f26,Central Government,2019-07-16,2022-07-18,30.9296573031210191
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-b802290f-e4a3-4f3a-99c8-8eb428ff0044,Central Government,2019-07-16,2022-07-15,0.20814347627737226268
FCO SERVICES,ocds-0c46vo-0001-252c5834-eb9f-4256-8beb-1a64021945ee,Central Government,2019-07-16,2023-06-30,0.00631051867219917013
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-c116382b-9930-42b2-b63c-86f762175bbf,Central Government,2019-07-16,2024-07-16,0.30173273219737417944
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-bf4b365f-ee1d-43ef-84d1-fd2a35634aad,Central Government,2019-07-16,2022-06-10,344.0154571159283694
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-75c0b9ad-f507-4f01-9b51-54424ef50d56,Central Government,2019-07-16,2026-07-15,2.8549112240907313
FCO SERVICES,ocds-0c46vo-0001-a302b42d-6863-43ae-8781-16abb6b23764,Central Government,2019-07-17,2022-12-01,0.09096555349692058342
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ocds-0c46vo-0001-88897461-c397-4780-a888-27e7e91780a1,NHS,2019-07-18,2022-03-31,0.57491719128036437177
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-20704e5a-74eb-40c7-997d-6423181be60d,Central Government,2019-07-18,2024-07-17,0.29034169585064039399
NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,ocds-0c46vo-0001-fe7b9087-b181-4cda-a84e-2cbfd680f384,NHS,2019-07-19,2026-06-30,13.417737799076408
NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,ocds-0c46vo-0001-fc7ddbcb-ae1b-402f-9265-456a21186ad6,NHS,2019-07-19,2026-06-30,10.2643449478759354
PARTNERS PROCUREMENT SERVICE,ocds-0c46vo-0001-a183eae2-be09-4c31-8275-4bbdb7a3cc57,NHS,2019-07-20,2023-07-19,0.01322095904722792607
SINGLE SOURCE REGULATIONS OFFICE,ocds-0c46vo-0001-c9cd9427-bf8d-4eb5-8a99-70b07a849958,Central Government,2019-07-21,2022-09-30,0.01536460017123287671
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-055719d8-3d8b-4a56-8376-c981aaee3e43,Central Government,2019-07-22,2021-09-11,0.42884740738942528673
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-e49b2861-dfc5-4dfa-b813-69ca2ba946b9,Central Government,2019-07-23,2023-07-15,2.4852159284731774
FCO SERVICES,ocds-0c46vo-0001-95d6e44e-a183-4c6c-92bf-3c629d7abd46,Central Government,2019-07-24,2022-03-31,10.2214979633401222
FCO SERVICES,ocds-0c46vo-0001-5692f6da-9460-464c-8ff1-9d401225bfe6,Central Government,2019-07-25,2022-12-01,0.07493980208221859706
MET OFFICE,ocds-0c46vo-0001-78870306-33ac-4e02-b83d-edd7a3e2049c,Central Government,2019-07-25,2022-07-24,0.020910371151459854
FCO SERVICES,ocds-0c46vo-0001-cbf4b0a1-c32c-4373-aa91-2d630bf7b8bd,Central Government,2019-07-25,2022-12-01,0.0936648783396411093
MINISTRY OF DEFENCE,ocds-0c46vo-0001-350c9395-5700-45bf-90d8-4423b0a7fcc8,Central Government,2019-07-25,2024-03-31,0.38421160193341121495
MINISTRY OF JUSTICE,ocds-0c46vo-0001-fc80060e-4ba1-4a39-8bc9-c60dabf1aa4f,Central Government,2019-07-25,2022-07-24,4.5397575767288869
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-9bb2707c-106c-4125-861b-db95322fe6d1,Central Government,2019-07-26,2022-07-25,0.14338032744525547439
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-7263ca31-8d64-4e42-8b26-f8b7a241aaf1,Central Government,2019-07-26,2024-07-26,0.45924557986870897157
HM LAND REGISTRY,ocds-0c46vo-0001-99cbc034-d035-4a7a-b511-4eebe2d14453,Central Government,2019-07-27,2024-07-26,8.7404310344827586
HOMES ENGLAND,ocds-0c46vo-0001-980bea64-7c5f-494a-8697-86281ffadfac,Central Government,2019-07-29,2021-12-31,0.03360582412626832017
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-b78507e6-4575-48cd-9dfc-8ea5de75eefe,Central Government,2019-07-29,2022-03-31,2.3372463134953941
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-c3d34fc6-2845-4390-ac79-c561cbeb2917,Central Government,2019-07-29,2024-06-28,0.03208225552587646077
NHS IMPROVEMENT,ocds-0c46vo-0001-02a78e4c-840f-4b56-a5af-45ceb538188d,Central Government,2019-07-29,2022-01-28,0.29918065573770491826
NHS DIGITAL,ocds-0c46vo-0001-043840d9-8037-42c8-a861-69cae5a3b183,Central Government,2019-07-29,2022-07-28,0.9435837591240875908
SOUTHERN HEALTH NHS FOUNDATION TRUST,ocds-0c46vo-0001-360bbb75-dfb3-4482-8846-b1c0d82d9f21,NHS,2019-07-29,2022-09-28,0.28210307253886010343
HIGHWAYS ENGLAND,ocds-0c46vo-0001-34b6c029-2a3a-4ac7-8f02-5f6b38cc7efa,Central Government,2019-07-30,2024-03-18,70.31498479454451
MINISTRY OF DEFENCE,ocds-0c46vo-0001-a886bddc-3bdf-4600-b621-e4e4df26b3cb,Central Government,2019-07-31,2022-07-30,0.02036243761302919707
COAL AUTHORITY,ocds-0c46vo-0001-0057a1f3-5400-4f44-95a1-8d060ac0c3ab,Central Government,2019-07-31,2023-07-30,0.06245728952772073918
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-e4db4a20-d799-4333-9e5e-8f383a9d9657,Central Government,2019-08-01,2023-03-31,0.40320868185212845438
NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,ocds-0c46vo-0001-c21839ed-d6cc-434f-8e38-efa30e5c8bd8,NHS,2019-08-01,2026-06-30,17.3396651474429929
GAMBLING COMMISSION,ocds-0c46vo-0001-7b3748b4-d14a-4859-a21e-965156345d56,Central Government,2019-08-01,2022-07-29,0.10009151736745886665
DRIVER AND VEHICLE LICENSING AGENCY,ocds-0c46vo-0001-aae54f82-e78d-4af4-b247-bca5bd06cfc3,Central Government,2019-08-01,2022-07-31,0.04927272279306569341
NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,ocds-0c46vo-0001-edb0d5c8-7ce8-4203-9519-07a9e5129b0a,NHS,2019-08-01,2024-07-31,0.79912512315270935933
MINISTRY OF DEFENCE,ocds-0c46vo-0001-2c13755f-ac25-4e05-b128-968efe0dc73c,Central Government,2019-08-01,2024-07-31,1.6042486792610837
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-4ecf8ec7-0702-4a7d-b912-250ef8891994,Central Government,2019-08-01,2023-07-31,172.3821190965092401
HM LAND REGISTRY,ocds-0c46vo-0001-44c37c8b-f246-4492-a031-6612f4e4b06e,Central Government,2019-08-01,2023-03-31,0.04914216550485436897
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-3e53cea3-2037-403d-867d-ae590db62d93,Central Government,2019-08-01,2022-07-31,2.7474938868613139
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-b56200fa-3ae1-4f87-8ebe-fcb329ffeb74,NHS,2019-08-01,2024-07-31,1.3504336376067323
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-100cc33b-d720-4f77-95c6-a5f5ed1861ef,Central Government,2019-08-01,2022-07-31,0.0262260780109489051
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-17a4596e-f56b-4295-bb5c-ed1db2fb1f20,Central Government,2019-08-01,2022-08-01,0.0327443483651868733
SOUTH WEST LONDON AND ST GEORGE'S MENTAL NFT,ocds-0c46vo-0001-93f5ad2b-2da4-40e7-aca4-fb10785fabf3,NHS,2019-08-01,2024-08-01,0.11890367242778993436
MINISTRY OF DEFENCE,ocds-0c46vo-0001-a594235f-d9b6-4ece-9a0b-081ae1faa947,Central Government,2019-08-01,2022-07-30,0.05458589315342465747
CROWN PROSECUTION SERVICE,ocds-0c46vo-0001-dbba8008-b81f-4bdc-9eab-38531c8eb10a,Central Government,2019-08-01,2022-07-31,0.08325739051094890507
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-3ab7162d-0585-4e16-9095-d32718e4d33c,Central Government,2019-08-01,2022-07-31,11.8310375435173358
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-c562916f-aa63-441c-81d6-fb75dfc7d678,Central Government,2019-08-01,2022-07-31,0.83132559930109489012
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ocds-0c46vo-0001-e0adc778-ce6b-4ef7-ade7-63a48c96ef72,NHS,2019-08-01,2022-07-31,0.05550492700729927005
FORESTRY COMMISSION,ocds-0c46vo-0001-6c79718a-521d-4580-896d-70e155f2ef06,Central Government,2019-08-01,2021-12-31,0.57805493212669683313
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-b99184c5-b098-41d6-9c9b-3e13cd754562,Central Government,2019-08-01,2022-07-31,0.01049043120437956204
WEST SUFFOLK NHS FOUNDATION TRUST,ocds-0c46vo-0001-6b319cfe-f256-4d97-ba09-407f847fb0c1,NHS,2019-08-01,2024-07-31,1.49835960591133
CROWN PROSECUTION SERVICE,ocds-0c46vo-0001-2a3eb656-88a0-4009-90cc-b6a713071f00,Central Government,2019-08-01,2022-07-31,0.41628695255474452535
MINISTRY OF DEFENCE,ocds-0c46vo-0001-af487cc2-1004-4320-869a-b35df1a27cf4,Central Government,2019-08-01,2023-06-26,14.1290477419354839
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-d5a68d5f-ecab-4945-b125-626f3b3c68aa,NHS,2019-08-01,2024-07-31,0.16699717261083743837
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-100cc33b-d720-4f77-95c6-a5f5ed1861ef,Central Government,2019-08-01,2022-07-31,0.0262260780109489051
"THE QUEEN ELIZABETH HOSPITAL, KINGS LYNN, NHS FOUNDATION TRUST",ocds-0c46vo-0001-c6f092db-7f52-465d-b7ad-5f5afde2efe1,NHS,2019-08-02,2024-08-01,0.06668407805008210178
"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN. NHS FOUNDATION TRUST",ocds-0c46vo-0001-c6f092db-7f52-465d-b7ad-5f5afde2efe1,NHS,2019-08-02,2024-08-01,0.06668407805008210178
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-f8dda6dc-3097-446c-a8ce-064fa6cc41b3,Central Government,2019-08-04,2022-08-03,1.9981773722627737
NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,ocds-0c46vo-0001-4c203903-85a6-4c86-8287-7045bccc5bb3,NHS,2019-08-05,2026-06-30,14.2473683742430611
NHS DIGITAL,ocds-0c46vo-0001-9cd7ea80-8da6-43ad-b733-a060635e9df0,Central Government,2019-08-05,2024-08-04,15.9825024630541872
FORESTRY COMMISSION,ocds-0c46vo-0001-5f021614-9d9e-4557-a6a6-5ee540241c14,Central Government,2019-08-05,2023-02-05,0.48533750819672131185
NHS DIGITAL,ocds-0c46vo-0001-1f6a4a91-721a-4981-a066-061c0b3080a5,Central Government,2019-08-06,2022-02-28,116.7378678038379532
MINISTRY OF DEFENCE,ocds-0c46vo-0001-e5932b20-ce73-4a4c-a0aa-0f12810fe721,Central Government,2019-08-07,2022-08-06,1.1250585055976277
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-cc332257-3718-4a70-9247-c8a79d241302,Central Government,2019-08-07,2023-03-31,2.0479584646406602
FCO SERVICES,ocds-0c46vo-0001-e4bad88d-004b-485a-8105-a8ff9e24faf0,Central Government,2019-08-08,2022-12-01,0.06062580351287128711
